v1,v2
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50
ham,Oooh I got plenty of those!
ham,Hui xin is in da lib.
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,You know what hook up means right?
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,* Thought I didn't see you.
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Hmm ill have to think about it... ok you're forgiven! =D
ham,Want to send me a virtual hug?... I need one
ham,"Probably not, still going over some stuff here"
ham,It has issues right now. Ill fix for her by tomorrow.
ham,Why i come in between you people
ham,Senthil group company Apnt 5pm.
ham,Oh really?? Did you make it on air? What's your talent?
ham,Studying. But i.ll be free next weekend.
ham,Well then you have a great weekend!
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? "
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
ham,Huh? 6 also cannot? Then only how many mistakes?
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
ham,Ok thanx... Take care then...
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
ham,Hey r Ì_ still online? I've finished the formatting...
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub
ham,I cant pick the phone right now. Pls send a message
ham,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...
ham,Dad says hurry the hell up
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,What happen dear tell me
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
ham,I am in tirupur.  call you da.
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
ham,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...
ham,Oh...i asked for fun. Haha...take care. Ì_
ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
ham,Ok. Very good. Its all about making that money.
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
ham,Aight do you still want to get money
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,"Sorry pa, i dont knw who ru pa?"
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
ham,Networking technical support associate.
ham,I'm gonna rip out my uterus.
ham,"Yeah why not, is the gang all ready"
ham,Blank is Blank. But wat is blank? Lol
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
ham,Gud mrng dear hav a nice day
ham,"4 tacos + 1 rajas burrito, right?"
ham,"ItÛ÷s å£6 to get in, is that ok?"
ham,We stopped to get ice cream and will go back after
ham,Did you stitch his trouser
ham,No da. . Vijay going to talk in jaya tv
spam,2/2 146tf150p
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,Ya that one is slow as poo
ham,Yes:)here tv is always available in work place..
ham,"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply"
ham,We'll join the  &lt;#&gt;  bus
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
ham,Yes.mum lookin strong:)
ham,"Sir Goodmorning, Once free call me."
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,Love it! The girls at the office may wonder why you are smiling but sore...
ham,Does uncle timi help in clearing cars
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
ham,How r Ì_ going to send it to me?
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,Wat r u doing?
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Are you sure you don't mean \get here
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
ham,Love it! I want to flood that pretty pussy with cum...
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,"It's ok, at least armand's still around"
ham,No da. I am happy that we sit together na
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
ham,Mm you ask him to come its enough :-)
ham,At the funeral home with Audrey and dad
ham,Pls i wont belive god.not only jesus.
ham,Can. Dunno wat to get 4 her...
ham,How long does it take to get it.
ham,"sorry brah, just finished the last of my exams, what up"
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
ham,Just normal only here :)
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,Hi. I'm always online on yahoo and would like to chat with you someday
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max 
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,I had askd u a question some hours before. Its answer
ham,Watching tv lor. Nice one then i like lor.
ham,Then Ì_ come n pick me at 530 ar?
ham,Went to pay rent. So i had to go to the bank to authorise the payment.
ham,"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
ham,Pls go there today  &lt;#&gt; . I dont want any excuses
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,U in town alone?
ham,We have all rounder:)so not required:)
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
ham,R u still working now?
spam,"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
ham,"Customer place, i wil cal u sir."
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50"
ham,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx"
ham,"Alright we're hooked up, where you guys at"
ham,"not that I know of, most people up here are still out of town"
ham,No let me do the math. Your not good at it.
ham,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-)."""
ham,No. Did you multimedia message them or e-mail?
ham,Okie but i scared u say i fat... Then u dun wan me already...
ham,did u get that message
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
ham,What you need. You have a person to give na.
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
ham,Short But Cute: \Be a good person
ham,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight"""
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
ham,Have you heard from this week?
ham,No. Thank you. You've been wonderful
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
ham,Went fast asleep dear.take care.
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,Yeah whatever lol
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,Ard 530 lor. I ok then message Ì_ lor.
ham,Ok. C u then.
ham,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
